Code,RawLabel,ProcLabel
MV14,Faafu,"Faafu, Maldives"
MV17,Daalu,"Daalu, Maldives"
MV20,Baa,"Baa, Maldives"
MV23,Haa Daalu,"Haa Daalu, Maldives"
MV24,Shaviyani,"Shaviyani, Maldives"
MV25,Noonu,"Noonu, Maldives"
MV26,Kaafu,"Kaafu, Maldives"
MV27,Gaafu Aliff,"Gaafu Aliff, Maldives"
MV28,Gaafu Daalu,"Gaafu Daalu, Maldives"
MV29,Naviyani,"Naviyani, Maldives"
MV30,Alifu,"Alifu, Maldives"
MV31,Baa,"Baa, Maldives"
MV32,Dhaalu,"Dhaalu, Maldives"
MV33,Faafu,"Faafu, Maldives"
MV34,Gaafu Alifu,"Gaafu Alifu, Maldives"
MV35,Gaafu Dhaalu,"Gaafu Dhaalu, Maldives"
MV36,Haa Alifu,"Haa Alifu, Maldives"
MV37,Haa Dhaalu,"Haa Dhaalu, Maldives"
MV38,Kaafu,"Kaafu, Maldives"
MV39,Lhaviyani,"Lhaviyani, Maldives"
MV40,Maale,"Maale, Maldives"
MV41,Meemu,"Meemu, Maldives"
MV42,Gnaviyani,"Gnaviyani, Maldives"
MV43,Noonu,"Noonu, Maldives"
MV44,Raa,"Raa, Maldives"
MV45,Shaviyani,"Shaviyani, Maldives"
MV46,Thaa,"Thaa, Maldives"
MV47,Vaavu,"Vaavu, Maldives"
MV48,South Province,"South Province, Maldives"
MV49,Upper South Province,"Upper South Province, Maldives"
MV50,Upper North Province,"Upper North Province, Maldives"
MV51,Central Province,"Central Province, Maldives"
MV52,South Central Province,"South Central Province, Maldives"
MV53,North Central Province,"North Central Province, Maldives"
MV54,North Province,"North Province, Maldives"
MW00,MONTENEGRO,Montenegro
MX00,MEXICO,Mexico
MX01,Aguascalientes,"Aguascalientes, Mexico"
MX02,Baja California,"Baja California, Mexico"
MX03,Baja California Sur,"Baja California Sur, Mexico"
MX04,Campeche,"Campeche, Mexico"
MX05,Chiapas,"Chiapas, Mexico"
MX06,Chihuahua,"Chihuahua, Mexico"
MX07,Coahuila de Zaragoza,"Coahuila De Zaragoza, Mexico"
MX08,Colima,"Colima, Mexico"
MX09,Distrito Federal,"Distrito Federal, Mexico"
MX10,Durango,"Durango, Mexico"
MX11,Guanajuato,"Guanajuato, Mexico"
MX12,Guerrero,"Guerrero, Mexico"
MX13,Hidalgo,"Hidalgo, Mexico"
MX14,Jalisco,"Jalisco, Mexico"
MX15,Mexico,"Mexico, Mexico"
MX16,Michoacan de Ocampo,"Michoacan De Ocampo, Mexico"
MX17,Morelos,"Morelos, Mexico"
MX18,Nayarit,"Nayarit, Mexico"
MX19,Nuevo Leon,"Nuevo Leon, Mexico"
MX20,Oaxaca,"Oaxaca, Mexico"
MX21,Puebla,"Puebla, Mexico"
MX22,Queretaro de Arteaga,"Queretaro De Arteaga, Mexico"
MX23,Quintana Roo,"Quintana Roo, Mexico"
MX24,San Luis Potosi,"San Luis Potosi, Mexico"
MX25,Sinaloa,"Sinaloa, Mexico"
MX26,Sonora,"Sonora, Mexico"
MX27,Tabasco,"Tabasco, Mexico"
MX28,Tamaulipas,"Tamaulipas, Mexico"
MX29,Tlaxcala,"Tlaxcala, Mexico"
MX30,Veracruz-Llave,"Veracruz-Llave, Mexico"
MX31,Yucatan,"Yucatan, Mexico"
MX32,Zacatecas,"Zacatecas, Mexico"
MY00,MALAYSIA,Malaysia
MY01,Johor,"Johor, Malaysia"
MY02,Kedah,"Kedah, Malaysia"
MY03,Kelantan,"Kelantan, Malaysia"
MY04,Melaka,"Melaka, Malaysia"
MY05,Negeri Sembilan,"Negeri Sembilan, Malaysia"
MY06,Pahang,"Pahang, Malaysia"
MY07,Perak,"Perak, Malaysia"
MY08,Perlis,"Perlis, Malaysia"
MY09,Pulau Pinang,"Pulau Pinang, Malaysia"
MY11,Sarawak,"Sarawak, Malaysia"
MY12,Selangor,"Selangor, Malaysia"
MY13,Terengganu,"Terengganu, Malaysia"
MY14,Kuala Lumpur,"Kuala Lumpur, Malaysia"
MY15,Labuan,"Labuan, Malaysia"
MY16,Sabah,"Sabah, Malaysia"
MY17,Putrajaya,"Putrajaya, Malaysia"
MZ00,MOZAMBIQUE,Mozambique
MZ01,Cabo Delgado,"Cabo Delgado, Mozambique"
MZ02,Gaza,"Gaza, Mozambique"
MZ03,Inhambane,"Inhambane, Mozambique"
MZ04,Maputo,"Maputo, Mozambique"
MZ05,Sofala,"Sofala, Mozambique"
MZ06,Nampula,"Nampula, Mozambique"
MZ07,Niassa,"Niassa, Mozambique"
MZ08,Tete,"Tete, Mozambique"
MZ09,Zambezia,"Zambezia, Mozambique"
MZ10,Manica,"Manica, Mozambique"
MZ11,Maputo,"Maputo, Mozambique"
NA00,NETHERLANDS ANTILLES,Netherlands Antilles
NC00,NEW CALEDONIA,New Caledonia
NE00,NIUE,Niue
NF00,NORFOLK ISLAND,Norfolk Island
NG00,NIGER,Niger
NG01,Agadez,"Agadez, Niger"
NG02,Diffa,"Diffa, Niger"
NG03,Dosso,"Dosso, Niger"
NG04,Maradi,"Maradi, Niger"
NG05,Niamey,"Niamey, Niger"
NG06,Tahoua,"Tahoua, Niger"
NG07,Zinder,"Zinder, Niger"
NG08,Niamey,"Niamey, Niger"
NG09,Tillaberi,"Tillaberi, Niger"
NH00,VANUATU,Vanuatu
NH01,Central District Number 1,"Central District Number 1, Vanuatu"
NH02,Central District Number 2,"Central District Number 2, Vanuatu"
NH03,Northern,"Northern, Vanuatu"
NH04,Southern,"Southern, Vanuatu"
NH05,Ambrym,"Ambrym, Vanuatu"
NH06,Aoba/Maewo,"Aoba/Maewo, Vanuatu"
NH07,Torba,"Torba, Vanuatu"
NH08,Efate,"Efate, Vanuatu"
NH09,Epi,"Epi, Vanuatu"
NH10,Malakula,"Malakula, Vanuatu"
NH11,Paama,"Paama, Vanuatu"
NH12,Pentecote,"Pentecote, Vanuatu"
NH13,Sanma,"Sanma, Vanuatu"
NH14,Shepherd,"Shepherd, Vanuatu"
NH15,Tafea,"Tafea, Vanuatu"
NH16,Malampa,"Malampa, Vanuatu"
NH17,Penama,"Penama, Vanuatu"
NH18,Shefa,"Shefa, Vanuatu"
NI00,NIGERIA,Nigeria
NI01,Benue,"Benue, Nigeria"
NI02,Anambra,"Anambra, Nigeria"
NI03,Kano,"Kano, Nigeria"
NI04,Kwara,"Kwara, Nigeria"
NI05,Lagos,"Lagos, Nigeria"
NI06,Bauchi,"Bauchi, Nigeria"
NI07,Bendel,"Bendel, Nigeria"
NI08,Borno,"Borno, Nigeria"
NI09,Cross River,"Cross River, Nigeria"
NI10,Rivers,"Rivers, Nigeria"
NI11,Federal Capital Territory,"Federal Capital Territory, Nigeria"
NI12,Gongola,"Gongola, Nigeria"
NI13,Imo,"Imo, Nigeria"
NI14,Kaduna,"Kaduna, Nigeria"
NI15,Niger,"Niger, Nigeria"
NI16,Ogun,"Ogun, Nigeria"
NI17,Ondo,"Ondo, Nigeria"
NI18,Oyo,"Oyo, Nigeria"
NI19,Plateau,"Plateau, Nigeria"
NI20,Sokoto,"Sokoto, Nigeria"
NI21,Akwa Ibom,"Akwa Ibom, Nigeria"
NI22,Cross River,"Cross River, Nigeria"
NI23,Kaduna,"Kaduna, Nigeria"
NI24,Katsina,"Katsina, Nigeria"
NI25,Anambra,"Anambra, Nigeria"
NI26,Benue,"Benue, Nigeria"
NI27,Borno,"Borno, Nigeria"
NI28,Imo,"Imo, Nigeria"
NI29,Kano,"Kano, Nigeria"
NI30,Kwara,"Kwara, Nigeria"
NI31,Niger,"Niger, Nigeria"
NI32,Oyo,"Oyo, Nigeria"
NI33,Sokoto,"Sokoto, Nigeria"
NI34,Abia,"Abia, Nigeria"
NI35,Adamawa,"Adamawa, Nigeria"
NI36,Delta,"Delta, Nigeria"
NI37,Edo,"Edo, Nigeria"
NI38,Enugu,"Enugu, Nigeria"
NI39,Jigawa,"Jigawa, Nigeria"
NI40,Kebbi,"Kebbi, Nigeria"
NI41,Kogi,"Kogi, Nigeria"
NI42,Osun,"Osun, Nigeria"
NI43,Taraba,"Taraba, Nigeria"
NI44,Yobe,"Yobe, Nigeria"
NI45,Abia,"Abia, Nigeria"
NI46,Bauchi,"Bauchi, Nigeria"
NI47,Enugu,"Enugu, Nigeria"
NI48,Ondo,"Ondo, Nigeria"
NI49,Plateau,"Plateau, Nigeria"
NI50,Rivers,"Rivers, Nigeria"
NI51,Sokoto,"Sokoto, Nigeria"
NI52,Bayelsa,"Bayelsa, Nigeria"
NI53,Ebonyi,"Ebonyi, Nigeria"
NI54,Ekiti,"Ekiti, Nigeria"
NI55,Gombe,"Gombe, Nigeria"
NI56,Nassarawa,"Nassarawa, Nigeria"
NI57,Zamfara,"Zamfara, Nigeria"
NL00,NETHERLANDS,Netherlands
NL01,Drenthe,"Drenthe, Netherlands"
NL02,Friesland,"Friesland, Netherlands"
NL03,Gelderland,"Gelderland, Netherlands"
NL04,Groningen,"Groningen, Netherlands"
NL05,Limburg,"Limburg, Netherlands"
NL06,Noord-Brabant,"Noord-Brabant, Netherlands"
NL07,Noord-Holland,"Noord-Holland, Netherlands"
NL08,Overijssel,"Overijssel, Netherlands"
NL09,Utrecht,"Utrecht, Netherlands"
NL10,Zeeland,"Zeeland, Netherlands"
NL11,Zuid-Holland,"Zuid-Holland, Netherlands"
NL12,Dronten,"Dronten, Netherlands"
NL13,Zuidelijke IJsselmeerpolders,"Zuidelijke Ijsselmeerpolders, Netherlands"
NL14,Lelystad,"Lelystad, Netherlands"
NL15,Overijssel,"Overijssel, Netherlands"
NL16,Flevoland,"Flevoland, Netherlands"
NM00,No Mans Land,No Mans Land
NO00,NORWAY,Norway
NO01,Akershus,"Akershus, Norway"
NO02,Aust-Agder,"Aust-Agder, Norway"
NO04,Buskerud,"Buskerud, Norway"
NO05,Finnmark,"Finnmark, Norway"
NO06,Hedmark,"Hedmark, Norway"
NO07,Hordaland,"Hordaland, Norway"
NO08,More og Romsdal,"More Og Romsdal, Norway"
NO09,Nordland,"Nordland, Norway"
NO10,Nord-Trondelag,"Nord-Trondelag, Norway"
NO11,Oppland,"Oppland, Norway"
NO12,Oslo,"Oslo, Norway"
NO13,Ostfold,"Ostfold, Norway"
NO14,Rogaland,"Rogaland, Norway"
NO15,Sogn og Fjordane,"Sogn Og Fjordane, Norway"
NO16,Sor-Trondelag,"Sor-Trondelag, Norway"
NO17,Telemark,"Telemark, Norway"
NO18,Troms,"Troms, Norway"
NO19,Vest-Agder,"Vest-Agder, Norway"
NO20,Vestfold,"Vestfold, Norway"
NP00,NEPAL,Nepal
NP01,Bagmati,"Bagmati, Nepal"
NP02,Bheri,"Bheri, Nepal"
NP03,Dhawalagiri,"Dhawalagiri, Nepal"
NP04,Gandaki,"Gandaki, Nepal"
NP05,Janakpur,"Janakpur, Nepal"
NP06,Karnali,"Karnali, Nepal"
NP07,Kosi,"Kosi, Nepal"
NP08,Lumbini,"Lumbini, Nepal"
NP09,Mahakali,"Mahakali, Nepal"
NP10,Mechi,"Mechi, Nepal"
NP11,Narayani,"Narayani, Nepal"
NP12,Rapti,"Rapti, Nepal"
NP13,Sagarmatha,"Sagarmatha, Nepal"
NP14,Seti,"Seti, Nepal"
NQ00,TRUST TERRITORY OF THE PACIFIC ISLANDS,Trust Territory Of The Pacific Islands
NQ20,Marshall Islands,"Marshall Islands, Trust Territory Of The Pacific Islands"
NQ25,"Micronesia, Federated States of","Micronesia, Federated States Of, Trust Territory Of The Pacific Islands"
NQ30,Palau,"Palau, Trust Territory Of The Pacific Islands"
NR00,NAURU,Nauru
NR01,Aiwo,"Aiwo, Nauru"
NR02,Anabar,"Anabar, Nauru"
NR03,Anetan,"Anetan, Nauru"
NR04,Anibare,"Anibare, Nauru"
NR05,Baiti,"Baiti, Nauru"
NR06,Boe,"Boe, Nauru"
NR07,Buada,"Buada, Nauru"
NR08,Denigomodu,"Denigomodu, Nauru"
NR09,Ewa,"Ewa, Nauru"
NR10,Ijuw,"Ijuw, Nauru"
NR11,Meneng,"Meneng, Nauru"
NR12,Nibok,"Nibok, Nauru"
NR13,Uaboe,"Uaboe, Nauru"
NR14,Yaren,"Yaren, Nauru"
NS00,SURINAME,Suriname
NS01,Brokopondo,"Brokopondo, Suriname"
NS02,Comewijne,"Comewijne, Suriname"
NS03,Coronie,"Coronie, Suriname"
NS04,Marowijne,"Marowijne, Suriname"
NS05,Nickerie,"Nickerie, Suriname"
NS06,Para,"Para, Suriname"
NS07,Paramaribo,"Paramaribo, Suriname"
NS08,Saramacca,"Saramacca, Suriname"
NS09,Suriname,"Suriname, Suriname"
NS10,Brokopondo,"Brokopondo, Suriname"
NS11,Commewijne,"Commewijne, Suriname"
NS12,Coronie,"Coronie, Suriname"
NS13,Marowijne,"Marowijne, Suriname"
NS14,Nickerie,"Nickerie, Suriname"
NS15,Para,"Para, Suriname"
NS16,Paramaribo,"Paramaribo, Suriname"
NS17,Saramacca,"Saramacca, Suriname"
NS18,Sipaliwini,"Sipaliwini, Suriname"
NS19,Wanica,"Wanica, Suriname"
NT00,NETHERLANDS ANTILLES,Netherlands Antilles
NU00,NICARAGUA,Nicaragua
NU01,Boaco,"Boaco, Nicaragua"
NU02,Carazo,"Carazo, Nicaragua"
NU03,Chinandega,"Chinandega, Nicaragua"
NU04,Chontales,"Chontales, Nicaragua"
NU05,Esteli,"Esteli, Nicaragua"
NU06,Granada,"Granada, Nicaragua"
NU07,Jinotega,"Jinotega, Nicaragua"
NU08,Leon,"Leon, Nicaragua"
NU09,Madriz,"Madriz, Nicaragua"
NU10,Managua,"Managua, Nicaragua"
NU11,Masaya,"Masaya, Nicaragua"
NU12,Matagalpa,"Matagalpa, Nicaragua"
NU13,Nueva Segovia,"Nueva Segovia, Nicaragua"
NU14,Rio San Juan,"Rio San Juan, Nicaragua"
NU15,Rivas,"Rivas, Nicaragua"
NU16,Zelaya,"Zelaya, Nicaragua"
NU17,Atlantico Norte,"Atlantico Norte, Nicaragua"
NU18,Atlantico Sur,"Atlantico Sur, Nicaragua"
NZ00,NEW ZEALAND,New Zealand
NZ01,Akaroa,"Akaroa, New Zealand"
NZ03,Amuri,"Amuri, New Zealand"
NZ04,Ashburton,"Ashburton, New Zealand"
NZ07,Bay of Islands,"Bay Of Islands, New Zealand"
NZ08,Bruce,"Bruce, New Zealand"
NZ09,Buller,"Buller, New Zealand"
NZ10,Chatham Islands,"Chatham Islands, New Zealand"
NZ11,Cheviot,"Cheviot, New Zealand"
NZ12,Clifton,"Clifton, New Zealand"
NZ13,Clutha,"Clutha, New Zealand"
NZ14,Cook,"Cook, New Zealand"
NZ16,Dannevirke,"Dannevirke, New Zealand"
NZ17,Egmont,"Egmont, New Zealand"
NZ18,Eketahuna,"Eketahuna, New Zealand"
NZ19,Ellesmere,"Ellesmere, New Zealand"
NZ20,Eltham,"Eltham, New Zealand"
NZ21,Eyre,"Eyre, New Zealand"
NZ22,Featherston,"Featherston, New Zealand"
NZ24,Franklin,"Franklin, New Zealand"
NZ26,Golden Bay,"Golden Bay, New Zealand"
NZ27,Great Barrier Island,"Great Barrier Island, New Zealand"
NZ28,Grey,"Grey, New Zealand"
NZ29,Hauraki Plains,"Hauraki Plains, New Zealand"
NZ30,Hawera,"Hawera, New Zealand"
NZ31,Hawke's Bay,"Hawkes Bay, New Zealand"
NZ32,Heathcote,"Heathcote, New Zealand"
NZ33,Hobson,"Hobson, New Zealand"
NZ34,Hokianga,"Hokianga, New Zealand"
NZ35,Horowhenua,"Horowhenua, New Zealand"
NZ36,Hutt,"Hutt, New Zealand"
NZ37,Inangahua,"Inangahua, New Zealand"
NZ38,Inglewood,"Inglewood, New Zealand"
NZ39,Kaikoura,"Kaikoura, New Zealand"
NZ40,Kairanga,"Kairanga, New Zealand"
NZ41,Kiwitea,"Kiwitea, New Zealand"
NZ43,Lake,"Lake, New Zealand"
NZ45,Mackenzie,"Mackenzie, New Zealand"
NZ46,Malvern,"Malvern, New Zealand"
NZ47,Manawatu,"Manawatu, New Zealand"
NZ48,Mangonui,"Mangonui, New Zealand"
NZ49,Maniototo,"Maniototo, New Zealand"
NZ50,Marlborough,"Marlborough, New Zealand"
NZ51,Masterton,"Masterton, New Zealand"
NZ52,Matamata,"Matamata, New Zealand"
NZ53,Mount Herbert,"Mount Herbert, New Zealand"
NZ54,Ohinemuri,"Ohinemuri, New Zealand"
NZ55,Opotiki,"Opotiki, New Zealand"
NZ56,Oroua,"Oroua, New Zealand"
NZ57,Otamatea,"Otamatea, New Zealand"
NZ58,Otorohanga,"Otorohanga, New Zealand"
NZ59,Oxford,"Oxford, New Zealand"
NZ60,Pahiatua,"Pahiatua, New Zealand"
NZ61,Paparua,"Paparua, New Zealand"
NZ63,Patea,"Patea, New Zealand"
NZ65,Piako,"Piako, New Zealand"
NZ66,Pohangina,"Pohangina, New Zealand"
NZ67,Raglan,"Raglan, New Zealand"
NZ68,Rangiora,"Rangiora, New Zealand"
NZ69,Rangitikei,"Rangitikei, New Zealand"
NZ70,Rodney,"Rodney, New Zealand"
NZ71,Rotorua,"Rotorua, New Zealand"
NZ72,Southland,"Southland, New Zealand"
NZ73,Stewart Island,"Stewart Island, New Zealand"
NZ74,Stratford,"Stratford, New Zealand"
NZ76,Taranaki,"Taranaki, New Zealand"
NZ77,Taumarunui,"Taumarunui, New Zealand"
NZ78,Taupo,"Taupo, New Zealand"
NZ79,Tauranga,"Tauranga, New Zealand"
NZ81,Tuapeka,"Tuapeka, New Zealand"
NZ82,Vincent,"Vincent, New Zealand"
NZ83,Waiapu,"Waiapu, New Zealand"
NZ84,Waihemo,"Waihemo, New Zealand"
NZ85,Waikato,"Waikato, New Zealand"
NZ86,Waikohu,"Waikohu, New Zealand"
NZ88,Waimairi,"Waimairi, New Zealand"
NZ89,Waimarino,"Waimarino, New Zealand"
NZ90,Waimate,"Waimate, New Zealand"
NZ91,Waimate West,"Waimate West, New Zealand"
NZ92,Waimea,"Waimea, New Zealand"
NZ93,Waipa,"Waipa, New Zealand"
NZ95,Waipawa,"Waipawa, New Zealand"
NZ96,Waipukurau,"Waipukurau, New Zealand"
NZ97,Wairarapa South,"Wairarapa South, New Zealand"
NZ98,Wairewa,"Wairewa, New Zealand"
NZ99,Wairoa,"Wairoa, New Zealand"
NZA1,Whangarei,"Whangarei, New Zealand"
NZA2,Whangaroa,"Whangaroa, New Zealand"
NZA3,Woodville,"Woodville, New Zealand"
NZA4,Waitaki,"Waitaki, New Zealand"
NZA6,Waitomo,"Waitomo, New Zealand"
NZA8,Waitotara,"Waitotara, New Zealand"
NZA9,Wallace,"Wallace, New Zealand"
NZB2,Wanganui,"Wanganui, New Zealand"
NZB3,Westland,"Westland, New Zealand"
NZB4,Whakatane,"Whakatane, New Zealand"
NZD4,Hurunui,"Hurunui, New Zealand"
NZD5,Silverpeaks,"Silverpeaks, New Zealand"
NZD6,Strathallan,"Strathallan, New Zealand"
NZD8,Waiheke,"Waiheke, New Zealand"
NZD9,Hikurangi,"Hikurangi, New Zealand"
NZE1,Manaia,"Manaia, New Zealand"
NZE2,Runanga,"Runanga, New Zealand"
NZE3,Saint Kilda,"Saint Kilda, New Zealand"
NZE4,Thames-Coromandel,"Thames-Coromandel, New Zealand"
NZE5,Waverley,"Waverley, New Zealand"
NZE6,Wallace,"Wallace, New Zealand"
NZE7,Auckland,"Auckland, New Zealand"
NZE8,Bay of Plenty,"Bay Of Plenty, New Zealand"
NZE9,Canterbury,"Canterbury, New Zealand"
NZF1,Gisborne,"Gisborne, New Zealand"
NZF2,Hawke's Bay,"Hawkes Bay, New Zealand"
NZF3,Manawatu-Wanganui,"Manawatu-Wanganui, New Zealand"
NZF4,Marlborough,"Marlborough, New Zealand"
NZF5,Nelson,"Nelson, New Zealand"
NZF6,Northland,"Northland, New Zealand"
NZF7,Otago,"Otago, New Zealand"
NZF8,Southland,"Southland, New Zealand"
NZF9,Taranaki,"Taranaki, New Zealand"
NZG1,Waikato,"Waikato, New Zealand"
NZG2,Wellington,"Wellington, New Zealand"
NZG3,West Coast,"West Coast, New Zealand"
NZG4,Tasman,"Tasman, New Zealand"
OD00,South Sudan,South Sudan
OD01,Wilayat Bahr al Jabal,"Wilayat Bahr Al Jabal, South Sudan"
OD02,Wilayat Sharq al Istiwaiyya,"Wilayat Sharq Al Istiwaiyya, South Sudan"
OD03,Wilayat Junqoley,"Wilayat Junqoley, South Sudan"
OD04,Wilayat al Buhayrat,"Wilayat Al Buhayrat, South Sudan"
OD05,Wilayat Shimal Bahr al Ghazal,"Wilayat Shimal Bahr Al Ghazal, South Sudan"
OD06,Wilayat al Wahda,"Wilayat Al Wahda, South Sudan"
OD07,Wilayat Aali an Nil,"Wilayat Aali An Nil, South Sudan"
OD08,Wilayat Warab,"Wilayat Warab, South Sudan"
OD09,Wilayat Gharb Bahr al Ghazal,"Wilayat Gharb Bahr Al Ghazal, South Sudan"
OD10,Wilayat Gharb al Istiwaiyah,"Wilayat Gharb Al Istiwaiyah, South Sudan"
OS00,Oceans,Oceans
PA00,PARAGUAY,Paraguay
PA01,Alto Parana,"Alto Parana, Paraguay"
PA02,Amambay,"Amambay, Paraguay"
PA03,Boqueron,"Boqueron, Paraguay"
PA04,Caaguazu,"Caaguazu, Paraguay"
PA05,Caazapa,"Caazapa, Paraguay"
PA06,Central,"Central, Paraguay"
PA07,Concepcion,"Concepcion, Paraguay"
PA08,Cordillera,"Cordillera, Paraguay"
PA10,Guaira,"Guaira, Paraguay"
PA11,Itapua,"Itapua, Paraguay"
PA12,Misiones,"Misiones, Paraguay"
PA13,Neembucu,"Neembucu, Paraguay"
PA15,Paraguari,"Paraguari, Paraguay"
PA16,Presidente Hayes,"Presidente Hayes, Paraguay"
PA17,San Pedro,"San Pedro, Paraguay"
PA18,Alto Paraguay,"Alto Paraguay, Paraguay"
PA19,Canindeyu,"Canindeyu, Paraguay"
PA20,Chaco,"Chaco, Paraguay"
PA21,Nueva Asuncion,"Nueva Asuncion, Paraguay"
PA22,Asuncio,"Asuncio, Paraguay"
PA23,Alto Paraguay,"Alto Paraguay, Paraguay"
PA24,Boqueron,"Boqueron, Paraguay"
PC00,PITCAIRN ISLANDS,Pitcairn Islands
PE00,PERU,Peru
PE01,Amazonas,"Amazonas, Peru"
PE02,Ancash,"Ancash, Peru"
PE03,Apurimac,"Apurimac, Peru"
PE04,Arequipa,"Arequipa, Peru"
PE05,Ayacucho,"Ayacucho, Peru"
PE06,Cajamarca,"Cajamarca, Peru"
PE07,Callao,"Callao, Peru"
PE08,Cusco,"Cusco, Peru"
PE09,Huancavelica,"Huancavelica, Peru"
PE10,Huanuco,"Huanuco, Peru"
PE11,Ica,"Ica, Peru"
PE12,Junin,"Junin, Peru"
PE13,La Libertad,"La Libertad, Peru"
PE14,Lambayeque,"Lambayeque, Peru"
PE15,Lima,"Lima, Peru"
PE16,Loreto,"Loreto, Peru"
PE17,Madre de Dios,"Madre De Dios, Peru"
PE18,Moquegua,"Moquegua, Peru"
PE19,Pasco,"Pasco, Peru"
PE20,Piura,"Piura, Peru"
PE21,Puno,"Puno, Peru"
PE22,San Martin,"San Martin, Peru"
PE23,Tacna,"Tacna, Peru"
PE24,Tumbes,"Tumbes, Peru"
PE25,Ucayali,"Ucayali, Peru"
PE26,Lima Llaqta Suyu,"Lima Llaqta Suyu, Peru"
PF00,PARACEL ISLANDS,Paracel Islands
PF0Z,disputed,"Disputed, Paracel Islands"
PF99,PF99,"Pf99, Paracel Islands"
PG00,SPRATLY ISLANDS,Spratly Islands
PG0Z,disputed,"Disputed, Spratly Islands"
PJ00,"ETOROFU, HABOMAI, KUNASHIRI AND SHIKOTAN ISLANDS","Etorofu, Habomai, Kunashiri And Shikotan Islands"
PK00,PAKISTAN,Pakistan
PK01,Federally Administered Tribal Areas,"Federally Administered Tribal Areas, Pakistan"
PK02,Balochistan,"Balochistan, Pakistan"
PK03,North-West Frontier,"North-West Frontier, Pakistan"
PK04,Punjab,"Punjab, Pakistan"
PK05,Sindh,"Sindh, Pakistan"
PK06,Azad Kashmir,"Azad Kashmir, Pakistan"
PK07,Northern Areas,"Northern Areas, Pakistan"
PK08,Islamabad,"Islamabad, Pakistan"
PL00,POLAND,Poland
PL23,Biala Podlaska,"Biala Podlaska, Poland"
PL24,Bialystok,"Bialystok, Poland"
PL25,Bielsko,"Bielsko, Poland"
PL26,Bydgoszcz,"Bydgoszcz, Poland"
PL27,Chelm,"Chelm, Poland"
PL28,Ciechanow,"Ciechanow, Poland"
PL29,Czestochowa,"Czestochowa, Poland"
PL30,Elblag,"Elblag, Poland"
PL31,Gdansk,"Gdansk, Poland"
PL32,Gorzow,"Gorzow, Poland"
PL33,Jelenia Gora,"Jelenia Gora, Poland"
PL34,Kalisz,"Kalisz, Poland"
PL35,Katowice,"Katowice, Poland"
PL36,Kielce,"Kielce, Poland"
PL37,Konin,"Konin, Poland"
PL38,Koszalin,"Koszalin, Poland"
PL39,Krakow,"Krakow, Poland"
PL40,Krosno,"Krosno, Poland"
PL41,Legnica,"Legnica, Poland"
PL42,Leszno,"Leszno, Poland"
PL43,Lodz,"Lodz, Poland"
PL44,Lomza,"Lomza, Poland"
PL45,Lublin,"Lublin, Poland"
PL46,Nowy Sacz,"Nowy Sacz, Poland"
PL47,Olsztyn,"Olsztyn, Poland"
PL48,Opole,"Opole, Poland"
PL49,Ostroleka,"Ostroleka, Poland"
PL50,Pila,"Pila, Poland"
PL51,Piotrkow,"Piotrkow, Poland"
PL52,Plock,"Plock, Poland"
PL53,Poznan,"Poznan, Poland"
PL54,Przemysl,"Przemysl, Poland"
PL55,Radom,"Radom, Poland"
PL56,Rzeszow,"Rzeszow, Poland"
PL57,Siedlce,"Siedlce, Poland"
PL58,Sieradz,"Sieradz, Poland"
PL59,Skierniewice,"Skierniewice, Poland"
PL60,Slupsk,"Slupsk, Poland"
PL61,Suwalki,"Suwalki, Poland"
PL62,Szczecin,"Szczecin, Poland"
PL63,Tarnobrzeg,"Tarnobrzeg, Poland"
PL64,Tarnow,"Tarnow, Poland"
PL65,Torun,"Torun, Poland"
PL66,Walbrzych,"Walbrzych, Poland"
PL67,Warszawa,"Warszawa, Poland"
PL68,Wloclawek,"Wloclawek, Poland"
PL69,Wroclaw,"Wroclaw, Poland"
PL70,Zamosc,"Zamosc, Poland"
PL71,Zielona Gora,"Zielona Gora, Poland"
PL72,Dolnoslaskie,"Dolnoslaskie, Poland"
PL73,Kujawsko-Pomorskie,"Kujawsko-Pomorskie, Poland"
PL74,Lodzkie,"Lodzkie, Poland"
PL75,Lubelskie,"Lubelskie, Poland"
PL76,Lubuskie,"Lubuskie, Poland"
PL77,Malopolskie,"Malopolskie, Poland"
PL78,Mazowieckie,"Mazowieckie, Poland"
PL79,Opolskie,"Opolskie, Poland"
PL80,Podkarpackie,"Podkarpackie, Poland"
PL81,Podlaskie,"Podlaskie, Poland"
PL82,Pomorskie,"Pomorskie, Poland"
PL83,Slaskie,"Slaskie, Poland"
PL84,Swietokrzyskie,"Swietokrzyskie, Poland"
PL85,Warminsko-Mazurskie,"Warminsko-Mazurskie, Poland"
PL86,Wielkopolskie,"Wielkopolskie, Poland"
PL87,Zachodniopomorskie,"Zachodniopomorskie, Poland"
PM00,PANAMA,Panama
PM01,Bocas del Toro,"Bocas Del Toro, Panama"
PM02,Chiriqui,"Chiriqui, Panama"
PM03,Cocle,"Cocle, Panama"
PM04,Colon,"Colon, Panama"
PM05,Darien,"Darien, Panama"
PM06,Herrera,"Herrera, Panama"
PM07,Los Santos,"Los Santos, Panama"
PM08,Panama,"Panama, Panama"
PM09,San Blas,"San Blas, Panama"
PM10,Veraguas,"Veraguas, Panama"
PM11,Embera-Wounaan,"Embera-Wounaan, Panama"
