Code,RawLabel,ProcLabel
BL07,Potosi,"Potosi, Bolivia"
BL08,Santa Cruz,"Santa Cruz, Bolivia"
BL09,Tarija,"Tarija, Bolivia"
BM00,BURMA,Myanmar
BM01,Rakhine State,"Rakhine State, Myanmar"
BM02,Chin State,"Chin State, Myanmar"
BM03,Ayeyarwady,"Ayeyarwady, Myanmar"
BM04,Kachin State,"Kachin State, Myanmar"
BM05,Kayin State,"Kayin State, Myanmar"
BM06,Kayah State,"Kayah State, Myanmar"
BM07,Magwe,"Magwe, Myanmar"
BM08,Mandalay,"Mandalay, Myanmar"
BM09,Pegu,"Pegu, Myanmar"
BM10,Sagaing,"Sagaing, Myanmar"
BM11,Shan State,"Shan State, Myanmar"
BM12,Tanintharyi,"Tanintharyi, Myanmar"
BM13,Mon State,"Mon State, Myanmar"
BM14,Rangoon,"Rangoon, Myanmar"
BM15,Magway,"Magway, Myanmar"
BM16,Bago,"Bago, Myanmar"
BM17,Yangon,"Yangon, Myanmar"
BM22,BM22,"Bm22, Myanmar"
BN00,BENIN,Benin
BN01,Atakora,"Atakora, Benin"
BN02,Atlantique,"Atlantique, Benin"
BN03,Borgou,"Borgou, Benin"
BN04,Mono,"Mono, Benin"
BN05,Oueme,"Oueme, Benin"
BN06,Zou,"Zou, Benin"
BN07,Alibori,"Alibori, Benin"
BN08,Atakora,"Atakora, Benin"
BN09,Atlantique,"Atlantique, Benin"
BN10,Borgou,"Borgou, Benin"
BN11,Collines,"Collines, Benin"
BN12,Kouffo,"Kouffo, Benin"
BN13,Donga,"Donga, Benin"
BN14,Littoral,"Littoral, Benin"
BN15,Mono,"Mono, Benin"
BN16,Oueme,"Oueme, Benin"
BN17,Plateau,"Plateau, Benin"
BN18,Zou,"Zou, Benin"
BO00,BELARUS,Belarus
BO01,Brestskaya Voblasts',"Brestskaya Voblasts, Belarus"
BO02,Homyel'skaya Voblasts',"Homyelskaya Voblasts, Belarus"
BO03,Hrodzyenskaya Voblasts',"Hrodzyenskaya Voblasts, Belarus"
BO04,Minsk,"Minsk, Belarus"
BO05,Minskaya Voblasts',"Minskaya Voblasts, Belarus"
BO06,Mahilyowskaya Voblasts',"Mahilyowskaya Voblasts, Belarus"
BO07,Vitsyebskaya Voblasts',"Vitsyebskaya Voblasts, Belarus"
BP00,SOLOMON ISLANDS,Solomon Islands
BP01,Central,"Central, Solomon Islands"
BP02,Eastern,"Eastern, Solomon Islands"
BP03,Malaita,"Malaita, Solomon Islands"
BP04,Western,"Western, Solomon Islands"
BP05,Central,"Central, Solomon Islands"
BP06,Guadalcanal,"Guadalcanal, Solomon Islands"
BP07,Isabel,"Isabel, Solomon Islands"
BP08,Makira,"Makira, Solomon Islands"
BP09,Temotu,"Temotu, Solomon Islands"
BP10,Central,"Central, Solomon Islands"
BP11,Western,"Western, Solomon Islands"
BP12,Choiseul,"Choiseul, Solomon Islands"
BP13,Rennell and Bellona,"Rennell And Bellona, Solomon Islands"
BQ00,NAVASSA ISLAND,Navassa Island
BR00,BRAZIL,Brazil
BR01,Acre,"Acre, Brazil"
BR02,Alagoas,"Alagoas, Brazil"
BR03,Amapa,"Amapa, Brazil"
BR04,Amazonas,"Amazonas, Brazil"
BR05,Bahia,"Bahia, Brazil"
BR06,Ceara,"Ceara, Brazil"
BR07,Distrito Federal,"Distrito Federal, Brazil"
BR08,Espirito Santo,"Espirito Santo, Brazil"
BR09,Fernando de Noronha,"Fernando De Noronha, Brazil"
BR10,Goias,"Goias, Brazil"
BR11,Mato Grosso do Sul,"Mato Grosso Do Sul, Brazil"
BR13,Maranhao,"Maranhao, Brazil"
BR14,Mato Grosso,"Mato Grosso, Brazil"
BR15,Minas Gerais,"Minas Gerais, Brazil"
BR16,Para,"Para, Brazil"
BR17,Paraiba,"Paraiba, Brazil"
BR18,Parana,"Parana, Brazil"
BR19,Pernambuco,"Pernambuco, Brazil"
BR20,Piaui,"Piaui, Brazil"
BR21,Rio de Janeiro,"Rio De Janeiro, Brazil"
BR22,Rio Grande do Norte,"Rio Grande Do Norte, Brazil"
BR23,Rio Grande do Sul,"Rio Grande Do Sul, Brazil"
BR24,Rondonia,"Rondonia, Brazil"
BR25,Roraima,"Roraima, Brazil"
BR26,Santa Catarina,"Santa Catarina, Brazil"
BR27,Sao Paulo,"Sao Paulo, Brazil"
BR28,Sergipe,"Sergipe, Brazil"
BR29,Goias,"Goias, Brazil"
BR30,Pernambuco,"Pernambuco, Brazil"
BR31,Tocantins,"Tocantins, Brazil"
BS00,BASSAS DA INDIA,Bassas Da India
BT00,BHUTAN,Bhutan
BT01,Central Bhutan,"Central Bhutan, Bhutan"
BT02,Eastern Bhutan,"Eastern Bhutan, Bhutan"
BT03,Southern Bhutan,"Southern Bhutan, Bhutan"
BT04,Western Bhutan,"Western Bhutan, Bhutan"
BT05,Bumthang,"Bumthang, Bhutan"
BT06,Chhukha,"Chhukha, Bhutan"
BT07,Chirang,"Chirang, Bhutan"
BT08,Daga,"Daga, Bhutan"
BT09,Geylegphug,"Geylegphug, Bhutan"
BT10,Ha,"Ha, Bhutan"
BT11,Lhuntshi,"Lhuntshi, Bhutan"
BT12,Mongar,"Mongar, Bhutan"
BT13,Paro,"Paro, Bhutan"
BT14,Pemagatsel,"Pemagatsel, Bhutan"
BT15,Punakha,"Punakha, Bhutan"
BT16,Samchi,"Samchi, Bhutan"
BT17,Samdrup,"Samdrup, Bhutan"
BT18,Shemgang,"Shemgang, Bhutan"
BT19,Tashigang,"Tashigang, Bhutan"
BT20,Thimphu,"Thimphu, Bhutan"
BT21,Tongsa,"Tongsa, Bhutan"
BT22,Wangdi Phodrang,"Wangdi Phodrang, Bhutan"
BT23,Gasa,"Gasa, Bhutan"
BT24,Trashi Yangtse Dzongkhag,"Trashi Yangtse Dzongkhag, Bhutan"
BU00,BULGARIA,Bulgaria
BU01,Blagoevgrad,"Blagoevgrad, Bulgaria"
BU02,Burgas,"Burgas, Bulgaria"
BU03,Gabrovo,"Gabrovo, Bulgaria"
BU04,Khaskovo,"Khaskovo, Bulgaria"
BU05,Kurdzhali,"Kurdzhali, Bulgaria"
BU06,Kyustendil,"Kyustendil, Bulgaria"
BU07,Lovech,"Lovech, Bulgaria"
BU08,Mikhaylovgrad,"Mikhaylovgrad, Bulgaria"
BU09,Pazardzhik,"Pazardzhik, Bulgaria"
BU10,Pernik,"Pernik, Bulgaria"
BU11,Pleven,"Pleven, Bulgaria"
BU12,Plovdiv,"Plovdiv, Bulgaria"
BU13,Razgrad,"Razgrad, Bulgaria"
BU14,Ruse,"Ruse, Bulgaria"
BU15,Shumen,"Shumen, Bulgaria"
BU16,Silistra,"Silistra, Bulgaria"
BU17,Sliven,"Sliven, Bulgaria"
BU18,Smolyan,"Smolyan, Bulgaria"
BU19,Sofiya,"Sofiya, Bulgaria"
BU20,Grad Sofiya,"Grad Sofiya, Bulgaria"
BU21,Stara Zagora,"Stara Zagora, Bulgaria"
BU22,Tolbukhin,"Tolbukhin, Bulgaria"
BU23,Tuurgovishte,"Tuurgovishte, Bulgaria"
BU24,Varna,"Varna, Bulgaria"
BU25,Veliko Tuirnovo,"Veliko Tuirnovo, Bulgaria"
BU26,Vidin,"Vidin, Bulgaria"
BU27,Vratsa,"Vratsa, Bulgaria"
BU28,Yambol,"Yambol, Bulgaria"
BU29,Burgas,"Burgas, Bulgaria"
BU30,Grad Sofiya,"Grad Sofiya, Bulgaria"
BU31,Khaskovo,"Khaskovo, Bulgaria"
BU32,Lovech,"Lovech, Bulgaria"
BU33,Montana,"Montana, Bulgaria"
BU34,Plovdiv,"Plovdiv, Bulgaria"
BU35,Ruse,"Ruse, Bulgaria"
BU36,Sofiya,"Sofiya, Bulgaria"
BU37,Varna,"Varna, Bulgaria"
BU38,Blagoevgrad,"Blagoevgrad, Bulgaria"
BU39,Burgas,"Burgas, Bulgaria"
BU40,Dobrich,"Dobrich, Bulgaria"
BU41,Gabrovo,"Gabrovo, Bulgaria"
BU42,Sofiya-Grad,"Sofiya-Grad, Bulgaria"
BU43,Khaskovo,"Khaskovo, Bulgaria"
BU44,Kurdzhali,"Kurdzhali, Bulgaria"
BU45,Kyustendil,"Kyustendil, Bulgaria"
BU46,Lovech,"Lovech, Bulgaria"
BU47,Montana,"Montana, Bulgaria"
BU48,Pazardzhik,"Pazardzhik, Bulgaria"
BU49,Pernik,"Pernik, Bulgaria"
BU50,Pleven,"Pleven, Bulgaria"
BU51,Plovdiv,"Plovdiv, Bulgaria"
BU52,Ruse,"Ruse, Bulgaria"
BU53,Ruse,"Ruse, Bulgaria"
BU54,Shumen,"Shumen, Bulgaria"
BU55,Silistra,"Silistra, Bulgaria"
BU56,Sliven,"Sliven, Bulgaria"
BU57,Smolyan,"Smolyan, Bulgaria"
BU58,Sofiya,"Sofiya, Bulgaria"
BU59,Stara Zagora,"Stara Zagora, Bulgaria"
BU60,Turgovishte,"Turgovishte, Bulgaria"
BU61,Varna,"Varna, Bulgaria"
BU62,Veliko Turnovo,"Veliko Turnovo, Bulgaria"
BU63,Vidin,"Vidin, Bulgaria"
BU64,Vratsa,"Vratsa, Bulgaria"
BU65,Yambol,"Yambol, Bulgaria"
BV00,BOUVET ISLAND,Bouvet Island
BX00,BRUNEI,Brunei
BX01,Belait,"Belait, Brunei"
BX02,Brunei and Muara,"Brunei And Muara, Brunei"
BX03,Temburong,"Temburong, Brunei"
BX04,Tutong,"Tutong, Brunei"
BY00,BURUNDI,Burundi
BY01,Bubanza,"Bubanza, Burundi"
BY02,Bujumbura,"Bujumbura, Burundi"
BY03,Bururi,"Bururi, Burundi"
BY04,Gitega,"Gitega, Burundi"
BY05,Muramvya,"Muramvya, Burundi"
BY06,Myuinga,"Myuinga, Burundi"
BY07,Ngozi,"Ngozi, Burundi"
BY08,Ruyigi,"Ruyigi, Burundi"
BY09,Bubanza,"Bubanza, Burundi"
BY10,Bururi,"Bururi, Burundi"
BY11,Cankuzo,"Cankuzo, Burundi"
BY12,Cibitoke,"Cibitoke, Burundi"
BY13,Gitega,"Gitega, Burundi"
BY14,Karuzi,"Karuzi, Burundi"
BY15,Kayanza,"Kayanza, Burundi"
BY16,Kirundo,"Kirundo, Burundi"
BY17,Makamba,"Makamba, Burundi"
BY18,Muyinga,"Muyinga, Burundi"
BY19,Ngozi,"Ngozi, Burundi"
BY20,Rutana,"Rutana, Burundi"
BY21,Ruyigi,"Ruyigi, Burundi"
BY22,Muramvya,"Muramvya, Burundi"
BY23,Mwaro,"Mwaro, Burundi"
BY24,Bujumbura City,"Bujumbura City, Burundi"
BY25,iProvense ya Bujumbura Rural,"Iprovense Ya Bujumbura Rural, Burundi"
BZ00,"GERMANY, BERLIN","Berlin, Germany"
CA00,CANADA,Canada
CA01,Alberta,"Alberta, Canada"
CA02,British Columbia,"British Columbia, Canada"
CA03,Manitoba,"Manitoba, Canada"
CA04,New Brunswick,"New Brunswick, Canada"
CA05,Newfoundland and Labrador [English]; Terre-Neuve-et-Labrador [French],"Newfoundland And Labrador, Canada"
CA06,Northwest Territories,"Northwest Territories, Canada"
CA07,Nova Scotia,"Nova Scotia, Canada"
CA08,Ontario,"Ontario, Canada"
CA09,Prince Edward Island,"Prince Edward Island, Canada"
CA10,Quebec,"Quebec, Canada"
CA11,Saskatchewan,"Saskatchewan, Canada"
CA12,Yukon Territory,"Yukon Territory, Canada"
CA13,Northwest Territories,"Northwest Territories, Canada"
CA14,Nunavut,"Nunavut, Canada"
CB00,CAMBODIA,Cambodia
CB01,Batdambang,"Batdambang, Cambodia"
CB02,Kampong Cham,"Kampong Cham, Cambodia"
CB03,Kampong Chhnang,"Kampong Chhnang, Cambodia"
CB04,Kampong Spoe,"Kampong Spoe, Cambodia"
CB05,Kampong Thum,"Kampong Thum, Cambodia"
CB06,Kampot,"Kampot, Cambodia"
CB07,Kandal,"Kandal, Cambodia"
CB08,Kaoh Kong,"Kaoh Kong, Cambodia"
CB09,Kracheh,"Kracheh, Cambodia"
CB10,Mondol Kiri,"Mondol Kiri, Cambodia"
CB11,Phnum Penh,"Phnum Penh, Cambodia"
CB12,Pouthisat,"Pouthisat, Cambodia"
CB13,Preah Vihear,"Preah Vihear, Cambodia"
CB14,Prey Veng,"Prey Veng, Cambodia"
CB15,Rotanokiri,"Rotanokiri, Cambodia"
CB16,Siemreab-Otdar Meanchey,"Siemreab-Otdar Meanchey, Cambodia"
CB17,Stoeng Treng,"Stoeng Treng, Cambodia"
CB18,Svay Rieng,"Svay Rieng, Cambodia"
CB19,Takev,"Takev, Cambodia"
CB20,Batdambang,"Batdambang, Cambodia"
CB21,Kampot,"Kampot, Cambodia"
CB22,Phnum Penh,"Phnum Penh, Cambodia"
CB23,Rotanah Kiri,"Rotanah Kiri, Cambodia"
CB24,Siem Reab,"Siem Reab, Cambodia"
CB25,Banteay Mean Cheay,"Banteay Mean Cheay, Cambodia"
CB26,Keb,"Keb, Cambodia"
CB27,Otdar Mean Cheay,"Otdar Mean Cheay, Cambodia"
CB28,Preah Seihanu,"Preah Seihanu, Cambodia"
CB29,Batdambang,"Batdambang, Cambodia"
CB30,Pailin,"Pailin, Cambodia"
CD00,CHAD,Chad
CD01,Batha,"Batha, Chad"
CD02,Wadi Fira,"Wadi Fira, Chad"
CD03,Borkou-Ennedi-Tibesti,"Borkou-Ennedi-Tibesti, Chad"
CD04,Chari-Baguirmi,"Chari-Baguirmi, Chad"
CD05,Guera,"Guera, Chad"
CD06,Kanem,"Kanem, Chad"
CD07,Lac,"Lac, Chad"
CD08,Logone Occidental,"Logone Occidental, Chad"
CD09,Logone Oriental,"Logone Oriental, Chad"
CD10,Mayo-Kebbi,"Mayo-Kebbi, Chad"
CD11,Moyen-Chari,"Moyen-Chari, Chad"
CD12,Ouaddai,"Ouaddai, Chad"
CD13,Salamat,"Salamat, Chad"
CD14,Tandjile,"Tandjile, Chad"
CD15,Chari-Baguirmi,"Chari-Baguirmi, Chad"
CD16,Mayo-Kebbi Est,"Mayo-Kebbi Est, Chad"
CD17,Moyen-Chari,"Moyen-Chari, Chad"
CD18,Hadjer-Lamis,"Hadjer-Lamis, Chad"
CD19,Mandoul,"Mandoul, Chad"
CD20,Mayo-Kebbi Ouest,"Mayo-Kebbi Ouest, Chad"
CD21,Ville de N'Djamena,"Ville De Ndjamena, Chad"
CD22,Mintaqah Bahr al Ghazal,"Mintaqah Bahr Al Ghazal, Chad"
CD23,Mintaqah Burku,"Mintaqah Burku, Chad"
CD24,Mintaqah Innidi,"Mintaqah Innidi, Chad"
CD25,Mintaqah Sila,"Mintaqah Sila, Chad"
CD26,Mintaqah Tibasti,"Mintaqah Tibasti, Chad"
CE00,SRI LANKA,Sri Lanka
CE01,Amparai,"Amparai, Sri Lanka"
CE02,Anuradhapura,"Anuradhapura, Sri Lanka"
CE03,Badulla,"Badulla, Sri Lanka"
CE04,Batticaloa,"Batticaloa, Sri Lanka"
CE05,Colombo,"Colombo, Sri Lanka"
CE06,Galle,"Galle, Sri Lanka"
CE07,Hambantota,"Hambantota, Sri Lanka"
CE08,Jaffna,"Jaffna, Sri Lanka"
CE09,Kalutara,"Kalutara, Sri Lanka"
CE10,Kandy,"Kandy, Sri Lanka"
CE11,Kegalla,"Kegalla, Sri Lanka"
CE12,Kurunegala,"Kurunegala, Sri Lanka"
CE13,Mannar,"Mannar, Sri Lanka"
CE14,Matale,"Matale, Sri Lanka"
CE15,Matara,"Matara, Sri Lanka"
CE16,Moneragala,"Moneragala, Sri Lanka"
CE17,Nuwara Eliya,"Nuwara Eliya, Sri Lanka"
CE18,Polonnaruwa,"Polonnaruwa, Sri Lanka"
CE19,Puttalam,"Puttalam, Sri Lanka"
CE20,Ratnapura,"Ratnapura, Sri Lanka"
CE21,Trincomalee,"Trincomalee, Sri Lanka"
CE22,Vavuniya,"Vavuniya, Sri Lanka"
CE23,Colombo,"Colombo, Sri Lanka"
CE24,Gampaha,"Gampaha, Sri Lanka"
CE25,Jaffna,"Jaffna, Sri Lanka"
CE26,Mannar,"Mannar, Sri Lanka"
CE27,Mullaittivu,"Mullaittivu, Sri Lanka"
CE28,Vavuniya,"Vavuniya, Sri Lanka"
CE29,Central,"Central, Sri Lanka"
CE30,North Central,"North Central, Sri Lanka"
CE31,North Eastern,"North Eastern, Sri Lanka"
CE32,North Western,"North Western, Sri Lanka"
CE33,Sabaragamuwa,"Sabaragamuwa, Sri Lanka"
CE34,Southern,"Southern, Sri Lanka"
CE35,Uva,"Uva, Sri Lanka"
CE36,Western,"Western, Sri Lanka"
CE37,Eastern,"Eastern, Sri Lanka"
CE38,Northern,"Northern, Sri Lanka"
CF00,CONGO,Congo
CF01,Bouenza,"Bouenza, Congo"
CF03,Cuvette,"Cuvette, Congo"
CF04,Kouilou,"Kouilou, Congo"
CF05,Lekoumou,"Lekoumou, Congo"
CF06,Likouala,"Likouala, Congo"
CF07,Niari,"Niari, Congo"
CF08,Plateaux,"Plateaux, Congo"
CF09,Pool,"Pool, Congo"
CF10,Sangha,"Sangha, Congo"
CF11,Pool,"Pool, Congo"
CF12,Brazzaville,"Brazzaville, Congo"
CF13,Cuvette,"Cuvette, Congo"
CF14,Cuvette-Ouest,"Cuvette-Ouest, Congo"
CG00,CONGO (DEMOCRATIC REPUBLIC OF THE),Congo (Democratic Republic Of The)
CG01,Bandundu,"Bandundu, Congo (Democratic Republic Of The)"
CG02,Equateur,"Equateur, Congo (Democratic Republic Of The)"
CG03,Kasai-Occidental,"Kasai-Occidental, Congo (Democratic Republic Of The)"
CG04,Kasai-Oriental,"Kasai-Oriental, Congo (Democratic Republic Of The)"
CG05,Katanga,"Katanga, Congo (Democratic Republic Of The)"
CG06,Kinshasa,"Kinshasa, Congo (Democratic Republic Of The)"
CG07,Kivu,"Kivu, Congo (Democratic Republic Of The)"
CG08,Bas-Congo,"Bas-Congo, Congo (Democratic Republic Of The)"
CG09,Orientale,"Orientale, Congo (Democratic Republic Of The)"
CG10,Maniema,"Maniema, Congo (Democratic Republic Of The)"
CG11,Nord-Kivu,"Nord-Kivu, Congo (Democratic Republic Of The)"
CG12,Sud-Kivu,"Sud-Kivu, Congo (Democratic Republic Of The)"
CH00,CHINA,China
CH01,Anhui,"Anhui, China"
CH02,Zhejiang,"Zhejiang, China"
CH03,Jiangxi,"Jiangxi, China"
CH04,Jiangsu,"Jiangsu, China"
CH05,Jilin,"Jilin, China"
CH06,Qinghai,"Qinghai, China"
CH07,Fujian,"Fujian, China"
CH08,Heilongjiang,"Heilongjiang, China"
CH09,Henan,"Henan, China"
CH10,Hebei,"Hebei, China"
CH11,Hunan,"Hunan, China"
CH12,Hubei,"Hubei, China"
CH13,Xinjiang,"Xinjiang, China"
CH14,Xizang,"Xizang, China"
CH15,Gansu,"Gansu, China"
CH16,Guangxi,"Guangxi, China"
CH17,Guangdon,"Guangdon, China"
CH18,Guizhou,"Guizhou, China"
CH19,Liaoning,"Liaoning, China"
CH20,Nei Mongol,"Nei Mongol, China"
CH21,Ningxia,"Ningxia, China"
CH22,Beijing,"Beijing, China"
CH23,Shanghai,"Shanghai, China"
CH24,Shanxi,"Shanxi, China"
CH25,Shandong,"Shandong, China"
CH26,Shaanxi,"Shaanxi, China"
CH27,Sichuan,"Sichuan, China"
CH28,Tianjin,"Tianjin, China"
CH29,Yunnan,"Yunnan, China"
CH30,Guangdong,"Guangdong, China"
CH31,Hainan,"Hainan, China"
CH32,Sichuan,"Sichuan, China"
CH33,Chongqing,"Chongqing, China"
CI00,CHILE,Chile
CI01,Valparaiso,"Valparaiso, Chile"
CI02,Aisen del General Carlos Ibanez del Campo,"Aisen Del General Carlos Ibanez Del Campo, Chile"
CI03,Antofagasta,"Antofagasta, Chile"
CI04,Araucania,"Araucania, Chile"
CI05,Atacama,"Atacama, Chile"
CI06,Bio-Bio,"Bio-Bio, Chile"
CI07,Coquimbo,"Coquimbo, Chile"
CI08,Libertador General Bernardo O'Higgins,"Libertador General Bernardo Ohiggins, Chile"
CI09,Los Lagos,"Los Lagos, Chile"
CI10,Magallanes y de la Antartica Chilena,"Magallanes Y De La Antartica Chilena, Chile"
CI11,Maule,"Maule, Chile"
CI12,Region Metropolitana,"Region Metropolitana, Chile"
CI13,Tarapaca,"Tarapaca, Chile"
CI14,Los Lagos,"Los Lagos, Chile"
CI15,Tarapaca,"Tarapaca, Chile"
CI16,Arica y Parinacota,"Arica Y Parinacota, Chile"
CI17,Los Rios,"Los Rios, Chile"
CJ00,CAYMAN ISLANDS,Cayman Islands
CJ01,Creek,"Creek, Cayman Islands"
CJ02,Eastern,"Eastern, Cayman Islands"
CJ03,Midland,"Midland, Cayman Islands"
CJ04,South Town,"South Town, Cayman Islands"
CJ05,Spot Bay,"Spot Bay, Cayman Islands"
CJ06,Stake Bay,"Stake Bay, Cayman Islands"
CJ07,West End,"West End, Cayman Islands"
CJ08,Western,"Western, Cayman Islands"
CK00,COCOS (KEELING) ISLANDS,Cocos (Keeling) Islands
CM00,CAMEROON,Cameroon
CM03,Centre-Sud,"Centre-Sud, Cameroon"
CM04,Est,"Est, Cameroon"
CM05,Littoral,"Littoral, Cameroon"
CM06,Nord,"Nord, Cameroon"
CM07,Nord-Ouest,"Nord-Ouest, Cameroon"
CM08,Ouest,"Ouest, Cameroon"
CM09,Sud-Ouest,"Sud-Ouest, Cameroon"
CM10,Adamaoua,"Adamaoua, Cameroon"
CM11,Centre,"Centre, Cameroon"
CM12,Extreme-Nord,"Extreme-Nord, Cameroon"
CM13,Nord,"Nord, Cameroon"
CM14,Sud,"Sud, Cameroon"
CN00,COMOROS,Comoros
CN01,Anjouan,"Anjouan, Comoros"
CN02,Grande Comore,"Grande Comore, Comoros"
CN03,Moheli,"Moheli, Comoros"
CO00,COLOMBIA,Colombia
CO01,Amazonas,"Amazonas, Colombia"
CO02,Antioquia,"Antioquia, Colombia"
CO03,Arauca,"Arauca, Colombia"
CO04,Atlantico,"Atlantico, Colombia"
CO05,Bolivar,"Bolivar, Colombia"
CO06,Boyaca,"Boyaca, Colombia"
CO07,Caldas,"Caldas, Colombia"
CO08,Caqueta,"Caqueta, Colombia"
CO09,Cauca,"Cauca, Colombia"
CO10,Cesar,"Cesar, Colombia"
CO11,Choco,"Choco, Colombia"
CO12,Cordoba,"Cordoba, Colombia"
CO13,Cundinamarca,"Cundinamarca, Colombia"
CO14,Guaviare,"Guaviare, Colombia"
CO15,Guainia,"Guainia, Colombia"
CO16,Huila,"Huila, Colombia"
CO17,La Guajira,"La Guajira, Colombia"
CO18,Magdalena,"Magdalena, Colombia"
CO19,Meta,"Meta, Colombia"
CO20,Narino,"Narino, Colombia"
CO21,Norte de Santander,"Norte De Santander, Colombia"
CO22,Putumayo,"Putumayo, Colombia"
CO23,Quindio,"Quindio, Colombia"
CO24,Risaralda,"Risaralda, Colombia"
CO25,San Andres y Providencia,"San Andres Y Providencia, Colombia"
CO26,Santander,"Santander, Colombia"
CO27,Sucre,"Sucre, Colombia"
CO28,Tolima,"Tolima, Colombia"
CO29,Valle del Cauca,"Valle Del Cauca, Colombia"
CO30,Vaupes,"Vaupes, Colombia"
CO31,Vichada,"Vichada, Colombia"
CO32,Casanare,"Casanare, Colombia"
CO33,Cundinamarca,"Cundinamarca, Colombia"
CO34,Distrito Capital,"Distrito Capital, Colombia"
CO35,Bolivar,"Bolivar, Colombia"
CO36,Boyaca,"Boyaca, Colombia"
CO37,Caldas,"Caldas, Colombia"
CO38,Magdalena,"Magdalena, Colombia"
CQ00,NORTHERN MARIANA ISLANDS,Northern Mariana Islands
CR00,CORAL SEA ISLANDS,Coral Sea Islands
CS00,COSTA RICA,Costa Rica
CS01,Alajuela,"Alajuela, Costa Rica"
CS02,Cartago,"Cartago, Costa Rica"
CS03,Guanacaste,"Guanacaste, Costa Rica"
CS04,Heredia,"Heredia, Costa Rica"
CS06,Limon,"Limon, Costa Rica"
CS07,Puntarenas,"Puntarenas, Costa Rica"
CS08,San Jose,"San Jose, Costa Rica"
CT00,CENTRAL AFRICAN REPUBLIC,Central African Republic
CT01,Bamingui-Bangoran,"Bamingui-Bangoran, Central African Republic"
CT02,Basse-Kotto,"Basse-Kotto, Central African Republic"
CT03,Haute-Kotto,"Haute-Kotto, Central African Republic"
CT04,Mambere-Kadei,"Mambere-Kadei, Central African Republic"
CT05,Haut-Mbomou,"Haut-Mbomou, Central African Republic"
CT06,Kemo,"Kemo, Central African Republic"
CT07,Lobaye,"Lobaye, Central African Republic"
CT08,Mbomou,"Mbomou, Central African Republic"
CT09,Nana-Mambere,"Nana-Mambere, Central African Republic"
CT10,Ombella-Mpoko,"Ombella-Mpoko, Central African Republic"
CT11,Ouaka,"Ouaka, Central African Republic"
CT12,Ouham,"Ouham, Central African Republic"
CT13,Ouham-Pende,"Ouham-Pende, Central African Republic"
CT14,Vakaga,"Vakaga, Central African Republic"
CT15,Nana-Grebingui,"Nana-Grebingui, Central African Republic"
CT16,Sangha-Mbaere,"Sangha-Mbaere, Central African Republic"
CT17,Ombella-Mpoko,"Ombella-Mpoko, Central African Republic"
CT18,Bangui,"Bangui, Central African Republic"
CU00,CUBA,Cuba
CU01,Pinar del Rio,"Pinar Del Rio, Cuba"
CU02,Ciudad de la Habana,"Ciudad De La Habana, Cuba"
CU03,Matanzas,"Matanzas, Cuba"
CU04,Isla de la Juventud,"Isla De La Juventud, Cuba"
CU05,Camaguey,"Camaguey, Cuba"
CU07,Ciego de Avila,"Ciego De Avila, Cuba"
CU08,Cienfuegos,"Cienfuegos, Cuba"
CU09,Granma,"Granma, Cuba"
CU10,Guantanamo,"Guantanamo, Cuba"
CU11,La Habana,"La Habana, Cuba"
CU12,Holguin,"Holguin, Cuba"
CU13,Las Tunas,"Las Tunas, Cuba"
CU14,Sancti Spiritus,"Sancti Spiritus, Cuba"
CU15,Santiago de Cuba,"Santiago De Cuba, Cuba"
CU16,Villa Clara,"Villa Clara, Cuba"
CU17,Provincia de Artemisa,"Provincia De Artemisa, Cuba"
CU18,Provincia de Mayabeque,"Provincia De Mayabeque, Cuba"
CV00,CAPE VERDE,Cape Verde
CV01,Boa Vista,"Boa Vista, Cape Verde"
CV02,Brava,"Brava, Cape Verde"
CV03,Fogo,"Fogo, Cape Verde"
CV04,Maio,"Maio, Cape Verde"
CV05,Paul,"Paul, Cape Verde"
CV06,Praia,"Praia, Cape Verde"
CV07,Ribeira Grande,"Ribeira Grande, Cape Verde"
CV08,Sal,"Sal, Cape Verde"
CV09,Santa Catarina,"Santa Catarina, Cape Verde"
CV10,Sao Nicolau,"Sao Nicolau, Cape Verde"
CV11,Sao Vicente,"Sao Vicente, Cape Verde"
CV12,Tarrafal,"Tarrafal, Cape Verde"
CV13,Mosteiros,"Mosteiros, Cape Verde"
CV14,Praia,"Praia, Cape Verde"
CV15,Santa Catarina,"Santa Catarina, Cape Verde"
CV16,Santa Cruz,"Santa Cruz, Cape Verde"
CV17,Sao Domingos,"Sao Domingos, Cape Verde"
CV18,Sao Filipe,"Sao Filipe, Cape Verde"
CV19,Sao Miguel,"Sao Miguel, Cape Verde"
CV20,Tarrafal,"Tarrafal, Cape Verde"
CV21,Porto Novo,"Porto Novo, Cape Verde"
CV22,Ribeira Brava,"Ribeira Brava, Cape Verde"
CV23,Concelho de Ribeira Grande de Santiago,"Concelho De Ribeira Grande De Santiago, Cape Verde"
CV24,Concelho de Santa Catarina do Fogo,"Concelho De Santa Catarina Do Fogo, Cape Verde"
CV25,Concelho de Sao Lourenco dos Orgaos,"Concelho De Sao Lourenco Dos Orgaos, Cape Verde"
CV26,Concelho de Sao Salvador do Mundo,"Concelho De Sao Salvador Do Mundo, Cape Verde"
CV27,Concelho do Tarrafal de Sao Nicolau,"Concelho Do Tarrafal De Sao Nicolau, Cape Verde"
CW00,COOK ISLANDS,Cook Islands
